,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,Kappa1,Kappa2,Kappa3,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SlogP_VSA1,SlogP_VSA10,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA8,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,MolWt,HeavyAtomMolWt,ExactMolWt,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,NumValenceElectrons,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,fr_Ar_N,fr_NH0,fr_alkyl_halide,fr_aryl_methyl,fr_ether,fr_halogen,fr_imidazole,fr_quatN,fr_sulfonamd,fr_unbrch_alkane
EState_VSA_PC8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35579980364262226,0.14688900348078276,0.476350955935653,-0.44258602371583533,-0.04376976464091782,-0.09582370533794832,0.14804584303866622,0.12966437584346888,0.18385843962067827,0.5877118138593255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VSA_EState_PC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5104711628585689,-0.3024898824447171,-0.3875305947290364,-0.4878634816468175,0.04783673888853428,-0.010028125796208973,-0.12772893564581528,0.031831571095734174,-0.4899096626100539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VSA_EState_PC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18176342930947775,-0.10638048716089768,-0.0018314109396862996,0.13283129261502954,-0.3401478663612911,0.1792866406758914,-0.6082270603134027,-0.614634028067128,0.20600564429832607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VSA_EState_PC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18298901125110537,0.4761812864471121,-0.1754565255724333,0.05478801302584749,-0.4886808594872307,-0.5865740811780561,-0.20064398105097359,0.2873715069031562,0.016160452060927477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VSA_EState_PC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.024078167533826866,0.03247051852182189,-0.26999238287156596,0.08985390452925515,-0.650940208281497,0.558631145618884,0.4033272148508388,0.09980677588575763,-0.09471087552255607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VSA_EState_PC5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14514537071021172,0.2994892697518644,0.06104522988118567,0.09460288545820106,0.22321809273981819,0.5301271600282839,-0.5032223591994943,0.540802812022077,0.001107077810870244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VSA_EState_PC6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06074720781875578,0.6295535315816653,0.41273238482130326,-0.419452821057924,-0.008094015193884793,0.14640068409022244,0.1267414457389334,-0.3597887929296319,-0.29440345458528044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VSA_EState_PC7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12524500628449547,-0.4218133727799275,0.7406052475800462,-0.11714945816919017,-0.3758966875814511,-0.05937488369097705,-0.054171416146697945,0.2999867897809214,-0.08010446762795581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MolWt_PC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5775847986440634,0.5768793172445983,0.5775864036754188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PartialCharge_PC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.513901939330236,-0.5378791020421314,0.43198946900106827,-0.509878384530221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PartialCharge_PC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4794714038091971,-0.42677679638305843,0.6010242444518819,0.47617076409550374,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FpDensityMorgan_PC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5689174325352659,-0.5929648800251387,-0.5698470022859242,,,,,,,,,,,,,,,,,,,,,,,,,
FpDensityMorgan_PC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7138475837236888,-0.011998056924615752,-0.7001983103677732,,,,,,,,,,,,,,,,,,,,,,,,,
Molecular_Features_PC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07130964457736422,-0.0854591558256497,0.09248652220445211,-0.023818010994423724,0.4360332194875395,0.42949166290804025,-0.32172587837749744,-0.32648349201521754,-0.02665304785758419,0.0941001885122485,-0.05754734232561521,-0.08119865365678194,0.4370698755147978,0.42799586079023433,0.011084363741705726,,,,,,,,,,
Molecular_Features_PC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44189789194206003,0.4429877743195979,-0.23185768124672448,0.34671886920889816,0.08518956821863881,0.10137521749566111,-0.021181017680743368,-0.005367659177464141,0.3478560848969034,-0.20621936286166442,0.4100382110811133,0.24688826855453982,0.0857751744321288,0.10230445674310473,0.07788110308428586,,,,,,,,,,
Molecular_Features_PC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19106849740392484,0.16006811473423402,0.31980197940177585,-0.0339479516598357,-0.13061279456157465,-0.15899035096039857,-0.3758111276189583,-0.3769359672121164,-0.003990996536166469,0.31785729517338907,0.019286101368822486,0.30112961155738127,-0.12456838623568527,-0.15418167351428747,-0.5266910304570881,,,,,,,,,,
Molecular_Features_PC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.18727700209472764,-0.19127981793341192,0.3573705742581437,0.4904886602129593,-0.053921369826959935,-0.018338750905662067,0.08457717425450512,0.03277516129220889,0.46836746547901176,0.3662006031450417,0.23362504122307837,-0.3719520869250032,-0.04211312048028939,-0.005403982241556811,0.019299529145535167,,,,,,,,,,
Molecular_Features_PC5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19138733336583863,0.2195277502981601,0.41118385954108366,-0.1006998887946843,0.019982819748307297,0.13447965675573248,0.1868529686474472,0.3061553986901515,-0.05769529770894562,0.4490580881168981,-0.2113572552979452,0.36989248644360884,0.003381445035378994,0.12474197352578005,0.43219245876689905,,,,,,,,,,
Molecular_Features_PC6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1707690033813277,0.14918509147852188,0.1457693822305042,-0.28314462491461867,-0.010651515876240787,0.005003660003793338,0.06212731083018922,0.02856729067049713,-0.4631196358510157,0.14999372963220517,0.6703292430587698,-0.3924697911953088,0.01162652383906987,0.026404704415123652,0.03411229525303328,,,,,,,,,,
Functional_Groups_PC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5071290067882132,0.3255958282670056,0.012160433701081018,0.47909073300069377,-0.06343520879029418,0.02671749811715811,0.47182231394084156,-0.4197213472959713,0.010467304597385516,-0.05917770103938066
Functional_Groups_PC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.027386404809998315,0.11486075996118689,0.583495989248449,-0.047814989056339866,0.21585790207614944,0.5656582525066692,-0.003505508839419018,0.04164384831307561,0.518638593370281,-0.07750333063794859
Functional_Groups_PC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.018553610881239406,-0.18981248651868002,0.12973504179485923,0.005642043459437515,-0.3464897248980539,0.14607787555014198,-0.09462437246882556,-0.3207611326011392,0.02998974818646326,0.832243494133062
Functional_Groups_PC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09320103041943828,0.2182643078774656,-0.15084977682377831,-0.19603187381576814,0.7990675074612779,-0.19227939930924884,0.09672585093527744,-0.031183132768215008,0.05429541172065948,0.4401517812012216
Functional_Groups_PC5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13420912698146878,0.7958029042286279,-0.10084098763193938,-0.19614352123009576,-0.32016112624851045,-0.197436097102219,-0.2870560072959317,-0.056445307975066944,0.2681286041014997,0.032865338806342445
Functional_Groups_PC6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13312543012086964,0.2691160191243359,0.15708527743682366,0.055488658731263234,-0.1643697414263086,0.11433568568961794,0.3021224161265742,0.7610645342979723,-0.29630437292625444,0.28933698423182774
Functional_Groups_PC7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06620590372040537,0.2736277517616007,0.22326244685082944,-0.0838062756998725,0.15556904596608548,0.33592133362852206,-0.28571207330561016,-0.28701393427560085,-0.7455264914872014,-0.08373776028904528
